,substanceBXH,geneSymbol,LocusLinkID,moduleColor,GS.Factor,p.GS.Factor,MM.grey,p.MM.grey,MM.blue,p.MM.blue,MM.brown,p.MM.brown,MM.greenyellow,p.MM.greenyellow,MM.pink,p.MM.pink,MM.salmon,p.MM.salmon,MM.tan,p.MM.tan,MM.magenta,p.MM.magenta,MM.black,p.MM.black,MM.green,p.MM.green,MM.turquoise,p.MM.turquoise
GP9,GP9,GP9,NA,black,-0.400831703,0.000229166,-0.308674077,0.005339793,-0.358051519,0.001110444,-0.431507217,6.43507E-05,0.181124011,0.107866993,0.527156915,5.0682E-07,-0.224176763,0.045601678,-0.126629674,0.263013304,0.065487028,0.563848085,0.766117198,1.23355E-16,-0.098777111,0.383361695,0.464985522,1.38978E-05
PSMD9,PSMD9,PSMD9,5715,black,0.400663363,0.000230693,0.396059017,0.000276245,0.455483621,2.18269E-05,0.352694506,0.001333243,-0.229224569,0.040825437,-0.274924622,0.013584827,0.181576633,0.106974817,0.65640385,3.83524E-11,-0.109196794,0.33494496,-0.579872456,1.73442E-08,-0.05599822,0.621752675,0.122419225,0.27934454
ARHGAP6,ARHGAP6,ARHGAP6,395,black,-0.399408309,0.00024237,-0.330312757,0.002768098,-0.384835593,0.000423996,-0.391373303,0.000330963,0.223098506,0.046679581,0.350660305,0.00142793,-0.137135048,0.225126331,-0.392144591,0.000321322,0.154927519,0.169999372,0.903658532,1.86198E-30,-0.059785915,0.598334536,0.123747796,0.274119959
WASF3,WASF3,WASF3,10810,black,-0.397828145,0.000257845,-0.341383833,0.001941473,-0.398097127,0.000255148,-0.303326555,0.006236258,0.226604304,0.043250067,0.393811323,0.000301362,-0.245237704,0.028339845,-0.376386438,0.000579613,0.045565879,0.688164009,0.779179302,1.72003E-17,0.018602876,0.86990071,0.190553013,0.090439229
CTPS1,CTPS1,CTPS1,1503,black,0.394980406,0.000288047,0.411891596,0.000147016,0.383165629,0.000451323,0.466875743,1.26837E-05,-0.350015225,0.001459202,-0.263371673,0.018253748,0.298613285,0.007133956,0.417491091,0.000116728,-0.317998872,0.004046404,-0.32129611,0.003660782,0.123266349,0.276005626,0.118927468,0.293390575
ALOX12,ALOX12,ALOX12,239,black,-0.394220528,0.000296638,-0.283642039,0.010783467,-0.359118703,0.001070317,-0.357725374,0.001122977,0.109296968,0.334499094,0.387200315,0.000387887,-0.152027214,0.178234288,-0.309385754,0.005229533,0.033114905,0.770587031,0.900575371,5.99113E-30,0.007381799,0.948184704,0.248949952,0.02595956
F13A1,F13A1,F13A1,2162,black,-0.393305778,0.000307292,-0.392525695,0.000316654,-0.466440613,1.2954E-05,-0.440717737,4.28866E-05,0.24393144,0.029220135,0.432200581,6.24399E-05,-0.411447584,0.000149704,-0.432579191,6.14189E-05,0.224333779,0.045446442,0.535785369,3.03281E-07,-0.16458594,0.144592052,0.238654934,0.033014374
ABCC4,ABCC4,ABCC4,10257,black,-0.385924232,0.000407007,-0.385463861,0.000414114,-0.395146018,0.000286206,-0.331288573,0.002684272,0.307963686,0.005451902,0.244817769,0.028620362,-0.10297493,0.363371503,-0.452677928,2.48757E-05,0.207119406,0.065267658,0.56174982,5.91403E-08,0.079336849,0.484210904,-0.118845274,0.293726711
GPR89A,GPR89A,GPR89A,653519,black,0.385789485,0.000409076,0.463393738,1.50036E-05,0.45902989,1.84716E-05,0.407427847,0.000176189,-0.448505844,3.01506E-05,-0.26515539,0.017453511,0.359576752,0.001053501,0.490823876,3.79615E-06,-0.359295521,0.001063797,-0.260989555,0.019371424,0.251679623,0.024319406,0.166689273,0.139458658
PTGS1,PTGS1,PTGS1,5742,black,-0.385730212,0.000409989,-0.257588527,0.02106849,-0.347120206,0.001607306,-0.377546875,0.000555527,0.067065953,0.55446591,0.484194998,5.34967E-06,-0.107715267,0.341582871,-0.165706598,0.141839582,0.013550353,0.905040841,0.798915695,6.70108E-19,-0.082241068,0.468305238,0.467323918,1.24107E-05
PLA2G12A,PLA2G12A,PLA2G12A,NA,black,-0.373885577,0.000634792,-0.252071871,0.024091117,-0.312393138,0.004785548,-0.441741329,4.09658E-05,0.09795231,0.387365642,0.335633155,0.002338006,-0.160214291,0.155713811,-0.37970527,0.000513144,0.184995002,0.100420745,0.869034022,1.49959E-25,-0.056160781,0.62073963,0.15380778,0.173144885
ITGB5,ITGB5,ITGB5,3693,black,-0.370966959,0.000705224,-0.32957784,0.00283277,-0.381917225,0.000472794,-0.398145074,0.00025467,0.228157741,0.04179862,0.340445801,0.002001708,-0.213745484,0.056939679,-0.45234552,2.52621E-05,0.1359524,0.229189441,0.836660371,4.33861E-22,0.009600206,0.932645095,0.102729092,0.364524251
CDK14,CDK14,CDK14,5218,black,-0.357381176,0.001136342,-0.360027834,0.001037175,-0.34458319,0.001748105,-0.321570916,0.003630172,0.286939131,0.009863466,0.203714086,0.069916052,-0.319831614,0.003827819,-0.434013765,5.76893E-05,0.218267788,0.051769934,0.463268231,1.50942E-05,-0.019810196,0.861538388,-0.112189728,0.321785776
MSRB1,MSRB1,MSRB1,51734,black,0.352664372,0.001334603,0.349559747,0.001481654,0.390186682,0.000346316,0.258043279,0.020834465,-0.302748612,0.006340683,-0.194684771,0.083539602,0.273682119,0.014031475,0.558196408,7.45833E-08,-0.17498669,0.120542477,-0.598867902,4.41408E-09,-0.09103231,0.421932821,0.104599311,0.355811017
HNRNPL,HNRNPL,HNRNPL,3191,black,-0.352066046,0.001361872,-0.351921746,0.001368523,-0.369193121,0.000751435,-0.293626382,0.008205779,0.303939963,0.006127089,0.203871342,0.069695678,-0.286930528,0.009865774,-0.419319304,0.000108164,0.246633487,0.027424094,0.470110036,1.08335E-05,-0.361658391,0.000980058,-0.096611325,0.393928494
DNM3,DNM3,DNM3,26052,black,-0.351914261,0.001368869,-0.361009998,0.00100242,-0.456733466,2.05843E-05,-0.309122936,0.005270014,0.238079753,0.03345191,0.424552253,8.67568E-05,-0.150246259,0.183433153,-0.46572003,1.34136E-05,-0.042278392,0.709621492,0.888015812,4.85252E-28,0.074168634,0.513211554,0.174328147,0.121967785
BEX3,BEX3,BEX3,27018,black,-0.350696127,0.001426212,-0.29841807,0.007173473,-0.365244875,0.000864347,-0.334892419,0.002394047,0.176965016,0.116337556,0.370673078,0.000712696,-0.232251893,0.038165873,-0.356497348,0.001171324,0.069376695,0.540871684,0.876518564,1.75123E-26,-0.04455031,0.694767357,0.176864545,0.116548347
DAB2,DAB2,DAB2,1601,black,-0.348992527,0.00151005,-0.307187748,0.005576731,-0.406873645,0.000180162,-0.364965228,0.000872901,0.112539584,0.32026945,0.40323866,0.000208336,-0.231894524,0.038472108,-0.408000782,0.000172167,0.049205544,0.664692359,0.865278287,4.19381E-25,-0.083245317,0.462871987,0.208394143,0.063593233
PCCB,PCCB,PCCB,5096,black,0.34412875,0.001774469,0.437665592,4.91229E-05,0.492011874,3.56709E-06,0.345067943,0.001720372,-0.340402604,0.002004522,-0.381790167,0.000475031,0.337097268,0.002230691,0.582684241,1.4242E-08,-0.124545107,0.271016187,-0.265889518,0.017133025,0.073791143,0.515363997,-0.018198627,0.872703922
MFAP3L,MFAP3L,MFAP3L,9848,black,-0.343520813,0.001810298,-0.267563224,0.016421236,-0.321758286,0.003609433,-0.386908988,0.000392178,0.146559847,0.194542601,0.289901362,0.009096153,-0.209851483,0.061721761,-0.423797229,8.95818E-05,0.160211892,0.155720083,0.909535541,1.79217E-31,0.005951212,0.958216381,0.054687726,0.629944945
PEMT,PEMT,PEMT,10400,black,0.342070557,0.001898415,0.284471633,0.010545206,0.323321277,0.003440507,0.502209917,2.07044E-06,-0.150240125,0.183451247,-0.236376446,0.034776228,0.194651975,0.083592674,0.473063275,9.36769E-06,-0.358222451,0.001103926,-0.423624595,9.02396E-05,0.199533714,0.075982788,-0.024421782,0.829744504
NOP10,NOP10,NOP10,55505,black,0.340142117,0.002021566,0.342685987,0.00186056,0.423180568,9.19521E-05,0.303712923,0.006167297,-0.259570667,0.020064631,-0.37695401,0.000567716,0.196337005,0.080900384,0.39745175,0.000261662,0.006225804,0.956290316,-0.558832821,7.1562E-08,0.013226527,0.907300009,-0.170542575,0.130412877
DMTN,DMTN,DMTN,2039,black,-0.33982672,0.002042377,-0.395917541,0.000277767,-0.443356013,3.80978E-05,-0.161980486,0.151146234,0.380694142,0.000494731,0.425617765,8.29102E-05,-0.191537274,0.088756153,-0.33573846,0.002330136,-0.041259186,0.716320938,0.5917862,7.4285E-09,0.028606859,0.801124475,0.199086247,0.076656384
STON1,STON1,STON1,11037,black,-0.339259454,0.002080294,-0.344286191,0.001765295,-0.414372737,0.000132797,-0.299224988,0.007011368,0.212455851,0.058488768,0.34859697,0.001530143,-0.17764998,0.114908309,-0.381393218,0.000482081,0.05172954,0.648601096,0.591418133,7.6296E-09,-0.074349544,0.512181639,0.149412666,0.185904026
TUBA4A,TUBA4A,TUBA4A,7277,black,-0.339140558,0.002088321,-0.22709331,0.04278873,-0.274214837,0.013838444,-0.347386426,0.001593141,0.105129907,0.353362656,0.42450158,8.69438E-05,-0.15402082,0.172543163,-0.120367082,0.287544243,-0.019661774,0.862565608,0.83447637,6.97048E-22,-0.010843951,0.92394348,0.367218155,0.000806118
EPM2A,EPM2A,EPM2A,7957,black,0.337388353,0.002209891,0.264671353,0.017667627,0.283592142,0.010797946,0.239824795,0.032139278,-0.167694495,0.137054445,-0.420630695,0.000102383,0.128989361,0.254149068,-0.0070283,0.950662849,0.115637294,0.307043794,-0.359583036,0.001053272,-0.020799141,0.85469989,-0.434195251,5.72327E-05
SEC14L5,SEC14L5,SEC14L5,9717,black,-0.336455824,0.00227715,-0.411191758,0.000151274,-0.473460665,9.18528E-06,-0.31691252,0.004181152,0.346126591,0.001661182,0.419332873,0.000108103,-0.208406596,0.063577048,-0.374902671,0.000611797,-0.004435286,0.968853527,0.680452305,3.83821E-12,-0.085485974,0.450874645,0.128382638,0.256408524
EIF2B1,EIF2B1,EIF2B1,1967,black,0.333943933,0.002467564,0.355715823,0.001203067,0.461944655,1.60813E-05,0.355683242,0.001204407,-0.162317566,0.150286003,-0.509451037,1.39195E-06,0.004994582,0.964928254,0.258760759,0.020469753,0.077076586,0.496785736,-0.359286734,0.00106412,-0.060922964,0.591381924,-0.397587483,0.00026028
TPST2,TPST2,TPST2,8459,black,-0.331605191,0.002657567,-0.240657472,0.031528353,-0.238515961,0.033119647,-0.406640192,0.00018186,0.071770131,0.526965407,0.386825059,0.000393423,-0.088046085,0.437380715,-0.023224809,0.83797278,0.108306764,0.338922862,0.647487995,8.54855E-11,-0.173399874,0.123998773,0.355573305,0.001208939
H2AC8,H2AC8,H2AC8,NA,black,0.331371468,0.002677257,0.372928357,0.000657151,0.27754094,0.012684432,0.381347185,0.000482905,-0.363962015,0.000904227,-0.211321766,0.05987922,0.266149684,0.01702067,0.105888906,0.349878567,-0.410270296,0.000157053,0.364128701,0.000898952,0.201447043,0.073155784,-0.052688834,0.642526739
ATP9A,ATP9A,ATP9A,10079,black,-0.325911366,0.003176062,-0.28958339,0.009175935,-0.321454045,0.003643162,-0.232117896,0.038280458,0.207440639,0.06484238,0.273108472,0.014241939,-0.052843106,0.641552039,-0.295317045,0.007827559,0.072950092,0.520176112,0.662426576,2.19781E-11,-0.182403432,0.105359907,0.077023804,0.497081408
ODC1,ODC1,ODC1,4953,black,-0.325196593,0.003247161,-0.187714832,0.095433726,-0.215209792,0.055221523,-0.323440319,0.003427935,0.064509849,0.569691922,0.280744286,0.011652917,-0.039200197,0.729920144,-0.202248313,0.071997236,0.058005857,0.609291287,0.883195957,2.28406E-27,0.009639497,0.93237008,0.189331073,0.092563654
VWA8,VWA8,VWA8,23078,black,-0.32092267,0.003702746,-0.24573977,0.028007517,-0.22235818,0.047431772,-0.272182011,0.014587614,0.193209196,0.085954014,0.13179807,0.243866617,-0.177439938,0.115345136,-0.34324354,0.001826854,0.237488679,0.033906592,0.605864658,2.60633E-09,-0.138867118,0.219267112,-0.120540895,0.286843633
CLU,CLU,CLU,1191,black,-0.318759131,0.003954417,-0.255695698,0.022066863,-0.34383531,0.001791682,-0.326556245,0.003113112,0.112480861,0.320523647,0.441428709,4.15438E-05,-0.116145582,0.304908037,-0.227764848,0.042161843,-0.029676959,0.793846727,0.888996436,3.51016E-28,-0.070618951,0.533631563,0.352199775,0.001355734
RAB27B,RAB27B,RAB27B,5874,black,-0.318650227,0.003967479,-0.263996557,0.017969891,-0.33580936,0.00232485,-0.210693938,0.060660458,0.148402266,0.188931211,0.190621009,0.090322152,-0.202291694,0.071934935,-0.443587225,3.77028E-05,0.053824129,0.63536812,0.727451692,2.13362E-14,-0.026010062,0.818854643,-0.018925269,0.86766627
CXCL5,CXCL5,CXCL5,6374,black,-0.315200552,0.004401609,-0.258855639,0.020421934,-0.316275783,0.004261973,-0.357715196,0.00112337,0.141660834,0.210044304,0.320866275,0.003709121,-0.227114456,0.042768872,-0.267898729,0.01628166,0.112781368,0.319224209,0.790217559,2.92328E-18,-0.039625049,0.727107092,0.165766208,0.141694286
H2BC7,H2BC7,H2BC7,8343,black,0.309203996,0.005257499,0.392206997,0.000320553,0.313307101,0.004657414,0.281371064,0.011459855,-0.430638503,6.68212E-05,-0.273466522,0.014110257,0.27057773,0.01520336,0.019732198,0.862078179,-0.279178147,0.012147737,0.494133561,3.18997E-06,0.169621079,0.1325344,-0.164836759,0.143972551
STARD5,STARD5,STARD5,80765,black,-0.307290742,0.005560017,-0.36101924,0.001002098,-0.362125442,0.000964233,-0.162114822,0.150802967,0.289475442,0.009203159,0.308506897,0.005365991,-0.19484288,0.083284123,-0.290171049,0.009028964,-0.01760343,0.876834076,0.417467793,0.000116841,0.052974523,0.640722219,0.120240565,0.28805492
CD226,CD226,CD226,10666,black,-0.301091176,0.006648761,-0.236823549,0.034424426,-0.227092764,0.042789243,-0.292845562,0.008385805,0.190535106,0.090470082,0.027792969,0.806671129,-0.099259945,0.381029384,-0.490074438,3.9477E-06,0.333236561,0.002523704,0.698059192,6.1685E-13,-0.057205201,0.614247908,-0.297439497,0.007374482
CLCN3,CLCN3,CLCN3,1182,black,-0.295400774,0.007809233,-0.199680158,0.075763369,-0.196736067,0.080272996,-0.445722645,3.42303E-05,0.036000222,0.751220212,0.198873484,0.076978339,-0.048040199,0.672173806,-0.260763077,0.019480675,0.28580039,0.010173148,0.671726905,9.06896E-12,-0.162211169,0.150557133,0.066123278,0.560058398
CDKN1A,CDKN1A,CDKN1A,1026,black,-0.291542128,0.00869405,-0.289036074,0.009314696,-0.354508853,0.001253622,-0.251022975,0.024705692,0.198394497,0.077707099,0.483376884,5.57827E-06,-0.050673015,0.655317745,-0.069255574,0.541580168,-0.072309402,0.523857041,0.414012153,0.000134781,-0.07596955,0.503006347,0.506180401,1.66725E-06
DNALI1,DNALI1,DNALI1,7802,black,0.282474773,0.011126649,0.208757621,0.063122216,0.218002662,0.052061999,0.415717622,0.000125632,-0.053765403,0.635737605,-0.206354469,0.066289437,0.182400292,0.105366004,0.231648098,0.038684464,-0.290166558,0.009030079,-0.225295287,0.044505337,0.289833006,0.009113253,-0.11311767,0.317774002
SLC25A12,SLC25A12,SLC25A12,8604,black,0.280238308,0.011810827,0.267695778,0.016365968,0.336929418,0.002242765,0.304380166,0.006049789,-0.112236207,0.321584067,-0.443362748,3.80863E-05,0.201778631,0.072674543,0.171456791,0.128333748,0.13269142,0.240657061,-0.578063579,1.96691E-08,0.132986795,0.239602311,-0.299585803,0.006939932
MYLK,MYLK,MYLK,4638,black,-0.280096968,0.011855269,-0.173005995,0.124868328,-0.232700431,0.037784395,-0.297916453,0.0072759,0.050730538,0.654951342,0.264801884,0.017609665,-0.042551191,0.707832032,-0.267921422,0.016272256,0.069521635,0.540024472,0.875950612,2.07117E-26,-0.128766172,0.254978645,0.121553507,0.282784458
RPL7A,RPL7A,RPL7A,6130,black,0.277724678,0.012623194,0.263833639,0.01804353,0.374217554,0.000627202,0.369919144,0.000732198,-0.098979655,0.382382269,-0.45950604,1.80597E-05,0.061830193,0.58586083,0.232161892,0.038242804,0.097760795,0.388298901,-0.599478974,4.2177E-09,0.036442406,0.748265384,-0.32988168,0.00280587
SNN,SNN,SNN,8303,black,-0.273248506,0.014190312,-0.170112008,0.131400916,-0.27855172,0.01235071,-0.390376567,0.000343816,0.022665781,0.841821687,0.531586569,3.90067E-07,-0.046548479,0.681797134,-0.063792906,0.573997411,-0.023295201,0.837488397,0.726269018,2.46338E-14,-0.032968692,0.771572293,0.584778495,1.22829E-08
RSU1,RSU1,RSU1,6251,black,-0.268605993,0.015990771,-0.281079149,0.011549422,-0.331651991,0.00265364,-0.408583403,0.000168164,0.181187112,0.107742267,0.266771313,0.016754778,-0.206835222,0.065645766,-0.453206245,2.42729E-05,0.192617945,0.086936827,0.740289925,4.26613E-15,0.040732508,0.719791348,-0.02688457,0.812873134
NDUFB2,NDUFB2,NDUFB2,NA,black,0.265774341,0.017182969,0.302908755,0.006311594,0.411720527,0.000148046,0.284476086,0.01054394,-0.160843255,0.154075607,-0.253351636,0.023358918,0.236180852,0.034931074,0.53145324,3.93175E-07,-0.030319118,0.789487802,-0.610631913,1.80687E-09,-0.063437258,0.576138793,0.020590046,0.856144895
MEIS1,MEIS1,MEIS1,NA,black,-0.264360991,0.017806102,-0.133973319,0.236102725,-0.18984062,0.091673044,-0.262340551,0.018730559,0.011048513,0.922513126,0.225188146,0.0446094,-0.024589786,0.828591048,-0.230286966,0.039875083,0.073336473,0.517962594,0.78879816,3.69317E-18,0.06054229,0.593705545,0.151322587,0.180278188
IKZF4,IKZF4,IKZF4,64375,black,0.261084886,0.019325594,0.081780431,0.47080894,0.095285383,0.400482185,0.469495029,1.11646E-05,0.10685202,0.345488407,-0.19056159,0.090424454,0.104774927,0.3549995,0.133393643,0.238154742,-0.287732891,0.009652503,-0.493626093,3.2766E-06,0.062457126,0.58205928,-0.232555375,0.037907414
TSC22D1,TSC22D1,TSC22D1,8848,black,-0.258359943,0.020672818,-0.140395902,0.214185481,-0.202352618,0.071847512,-0.314170066,0.004539234,-0.025485689,0.822446264,0.249714248,0.025491137,-0.211861584,0.059214056,-0.227704649,0.042217726,0.110743883,0.328100915,0.831455769,1.32792E-21,-0.060061841,0.596644013,0.186942286,0.096830049
PNMA1,PNMA1,PNMA1,9240,black,-0.257145918,0.02129842,-0.165029681,0.14349741,-0.195170903,0.082756069,-0.442920574,3.88523E-05,0.090334526,0.425514126,0.384834552,0.000424013,-0.065782807,0.562084834,-0.085163358,0.452591346,0.185503223,0.099473726,0.679734908,4.12395E-12,-0.124630685,0.270684456,0.375951712,0.000588878
TMEM164,TMEM164,TMEM164,84187,black,-0.254928738,0.022482734,-0.228994688,0.041033532,-0.274188105,0.013848075,-0.364293479,0.000893765,0.068404959,0.546568517,0.504098192,1.86843E-06,-0.165012115,0.143540625,-0.022815427,0.840791013,-0.078575796,0.488425977,0.563061877,5.42476E-08,-0.070551251,0.534024896,0.455280192,2.20357E-05
GHR,GHR,GHR,2690,black,-0.253138578,0.023479485,-0.107635518,0.341942509,-0.124897534,0.269651813,-0.185065041,0.100289817,-0.048155979,0.671429063,0.11321964,0.317335126,0.059292409,0.601363413,-0.190606727,0.090346734,0.08730449,0.441265905,0.589553636,8.73061E-09,-0.141596668,0.210252996,0.014226406,0.900326813
VIL1,VIL1,VIL1,7429,black,-0.250929993,0.02476081,-0.253863227,0.023071565,-0.265014311,0.017515686,-0.235633332,0.035367603,0.223586092,0.046189579,0.248484183,0.026248585,-0.100405534,0.375529944,-0.213829204,0.056840284,0.118310237,0.295920963,0.53472911,3.23206E-07,-0.262752085,0.018538992,0.098028168,0.386996352
GFI1B,GFI1B,GFI1B,8328,black,-0.25010787,0.025252704,-0.179564535,0.110985207,-0.229128563,0.040912238,-0.248361479,0.02632518,0.08871095,0.433913987,0.364975387,0.000872589,-0.167288379,0.138021959,-0.05881767,0.604283494,-0.091593431,0.419065538,0.799415146,6.14418E-19,0.003343435,0.976518449,0.312021879,0.004838484
GP6,GP6,GP6,51206,black,-0.24973945,0.025475814,-0.204983714,0.06815275,-0.309992687,0.005137099,-0.225936631,0.04388661,0.093426511,0.409777341,0.287902006,0.00960807,-0.15124635,0.180500346,-0.309861474,0.005156959,-0.053806821,0.635477009,0.654190834,4.69111E-11,0.016061677,0.887547551,0.187817055,0.095250155
TIMM8A,TIMM8A,TIMM8A,1678,black,0.2488636,0.02601294,0.179018403,0.112093559,0.13415806,0.235451339,0.468574713,1.16778E-05,-0.130933117,0.247002128,-0.148428492,0.188852192,0.233995742,0.036700554,0.154865199,0.170173325,-0.458523578,1.89192E-05,-0.294843497,0.007931921,0.265450737,0.017323962,-0.106384764,0.347613981
LIN7A,LIN7A,LIN7A,8825,black,0.248398502,0.026302049,0.161720364,0.15181258,0.236479811,0.034694629,0.291541116,0.008694293,0.034926441,0.75841042,-0.425573337,8.30674E-05,-0.090231413,0.426044817,-0.003783085,0.973431758,0.179296661,0.11152778,-0.554603195,9.40456E-08,0.101376867,0.3709049,-0.470805764,1.047E-05
XK,XK,XK,NA,black,-0.247765192,0.026700094,-0.151728774,0.179097893,-0.214378765,0.056191337,-0.290695824,0.008899465,-0.02711348,0.811309174,0.304355443,0.006054107,-0.120770234,0.285920938,-0.136949287,0.22576117,0.000501391,0.996478152,0.791607168,2.32119E-18,-0.071177103,0.53039425,0.264532591,0.017729424
MLH3,MLH3,MLH3,27030,black,0.238648673,0.033019111,0.256112562,0.02184359,0.145081378,0.199131483,0.189588403,0.092113034,-0.290622309,0.008917508,-0.040116845,0.723855288,0.15921734,0.158336975,0.121275047,0.283896871,-0.348673613,0.001526231,0.485589888,4.98006E-06,0.073436415,0.517390822,0.090607915,0.424108919
EMC3,EMC3,EMC3,55831,black,0.23102575,0.03922512,0.358489874,0.001093799,0.354296513,0.001262713,0.20443874,0.068905185,-0.37460732,0.000618395,-0.344356455,0.001761214,0.277416851,0.012725937,0.106399605,0.347546345,-0.045856217,0.686280448,0.435386714,5.43178E-05,-0.094819439,0.402800357,-0.220713065,0.049139065
CLEC1B,CLEC1B,CLEC1B,51266,black,-0.231000163,0.039247483,-0.190226621,0.091002882,-0.271851939,0.014712508,-0.134755752,0.23335246,0.151770838,0.178975987,0.180153564,0.109799327,-0.173057666,0.12475399,-0.40601223,0.000186502,-0.006614118,0.953566995,0.818088662,1.98873E-20,-0.040288378,0.722722242,-0.040740418,0.719739186
FPR1,FPR1,FPR1,2357,black,0.229037633,0.04099459,0.18607971,0.098407972,0.252602227,0.023785347,0.243747102,0.029346198,-0.035570154,0.754097516,-0.281262371,0.011493134,0.139360159,0.21761907,0.323398381,0.003432359,0.059782897,0.598353038,-0.631936527,3.25401E-10,-0.299793105,0.00689918,-0.144569024,0.200739685
NCK2,NCK2,NCK2,8440,black,-0.225970114,0.043854505,-0.183526518,0.103196749,-0.271867196,0.014706715,-0.242007335,0.030558735,0.085726551,0.449596849,0.345043436,0.001721765,-0.20486516,0.068315869,-0.215383774,0.055020227,-0.019280541,0.86520515,0.79086077,2.62786E-18,-0.07983478,0.481463626,0.28040869,0.011757446
